index,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Cluster,Psych_Label
10764,1,18,1,2,1,5,US,2,3,4,5,3,2,1,4,2,4,3,4,4,3,5,3,2,2,2,2,1,5,2,5,1,5,1,5,5,4,4,1,4,1,4,1,5,4,5,5,3,3,4,1,4,2,3,2,5,4.0,3,Balanced
10765,3,56,1,2,1,1,US,3,2,5,2,5,2,4,3,4,2,2,4,2,5,2,2,1,1,2,1,1,5,2,5,3,5,2,4,4,5,4,4,5,2,2,4,4,1,4,5,5,2,4,3,4,2,5,3,4,4.0,3,Balanced
10766,3,19,1,2,1,1,US,1,5,1,5,2,5,1,5,1,5,2,5,3,5,2,2,1,1,1,1,1,4,1,5,1,5,3,5,4,1,3,1,3,4,4,2,5,5,4,3,4,3,5,3,4,1,3,2,5,5.0,0,Reserved
10767,1,19,1,2,1,5,DE,1,3,2,5,1,4,1,5,1,5,4,3,4,1,1,5,5,4,5,4,1,2,2,3,4,5,2,4,2,3,4,5,3,5,2,5,1,3,3,3,2,5,4,5,3,2,2,1,5,2.0,2,Internalizer
10768,13,23,0,1,1,3,US,3,1,4,2,5,1,4,4,3,1,2,4,3,2,1,1,2,1,2,1,1,3,1,5,1,5,4,5,5,5,3,1,4,1,5,1,5,1,4,5,4,1,4,1,4,2,4,3,5,4.0,3,Balanced
10769,3,17,1,2,2,5,US,1,5,3,4,2,4,1,5,1,5,3,3,3,3,3,4,2,2,2,3,4,3,1,3,3,3,3,3,3,3,4,2,3,1,4,2,4,2,3,3,2,3,2,3,3,3,3,3,4,2.0,0,Reserved
10770,3,21,2,2,1,2,GB,1,4,4,5,3,3,2,5,1,5,5,3,5,2,4,4,3,2,4,3,1,4,1,5,1,5,2,3,5,4,4,4,5,3,3,2,4,2,4,4,5,2,5,2,4,1,4,4,4,4.0,2,Internalizer
10771,4,23,2,1,1,1,IN,1,3,2,4,1,4,1,4,2,4,3,2,4,2,2,2,4,2,2,2,4,3,1,4,1,4,3,2,4,2,5,4,2,2,3,4,3,2,3,2,2,2,4,4,4,2,5,2,4,4.0,3,Balanced
10772,3,17,1,1,2,5,US,4,1,4,4,5,1,1,2,2,3,4,2,5,4,2,1,2,1,1,2,1,5,1,5,1,4,1,5,3,5,2,5,2,5,1,5,5,1,1,5,3,4,5,3,5,1,2,3,5,5.0,3,Balanced
10773,3,23,2,2,1,2,US,4,2,5,2,5,3,4,2,5,2,2,4,5,3,2,2,1,1,2,2,2,5,1,4,2,3,1,4,4,4,5,1,5,1,2,1,5,3,4,4,3,2,2,2,4,2,5,2,5,3.0,3,Balanced
10774,3,20,1,2,1,5,US,3,1,5,1,5,1,5,1,3,3,3,5,5,2,2,1,2,2,1,3,5,5,1,5,1,5,5,5,5,3,5,3,3,3,5,2,5,1,5,5,3,5,5,4,5,5,5,3,3,5.0,1,Striver
10775,13,22,2,1,1,5,BD,3,5,4,3,3,4,3,5,3,5,4,4,3,3,4,5,3,4,3,3,3,4,1,4,4,5,5,3,4,3,2,3,1,4,2,5,1,3,1,3,1,4,2,2,2,5,1,2,3,2.0,2,Internalizer
10776,3,42,1,2,1,1,US,3,4,4,3,4,3,3,3,4,3,2,2,4,2,3,3,2,2,2,4,2,4,2,2,3,4,2,4,3,4,2,5,3,3,2,4,2,2,4,3,4,4,4,4,4,2,4,4,4,4.0,3,Balanced
10777,3,23,2,2,1,2,GB,3,1,5,1,5,1,4,1,5,1,3,4,3,2,4,2,1,2,1,1,1,5,1,5,1,5,1,4,4,5,4,2,4,1,3,1,4,2,4,2,3,2,5,3,4,1,4,4,5,5.0,3,Balanced
10778,13,21,2,1,1,5,BD,2,4,3,3,5,2,2,2,5,2,3,5,3,1,2,4,5,4,2,3,1,5,1,5,1,5,1,4,4,5,3,2,4,2,2,2,2,3,3,3,2,1,4,2,4,1,3,3,3,4.0,1,Striver
10779,5,19,2,2,1,1,LB,4,4,3,2,4,2,3,3,4,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,2,4,2,3,4,4,4,3,4,4,3,3,3,2,3,3,2,2,3,3,5,2,4,2,4,4.0,1,Striver
10780,1,16,1,1,1,2,CA,3,5,3,3,3,3,3,3,3,4,4,4,3,3,1,1,3,3,1,3,4,4,4,3,4,2,3,5,3,3,2,2,5,3,2,3,4,4,3,3,3,1,5,1,4,1,3,4,4,4.0,0,Reserved
10781,13,16,1,2,1,1,US,1,3,1,4,2,3,1,2,5,4,5,2,5,1,5,5,5,5,5,5,4,2,5,2,3,4,5,1,1,1,3,4,2,3,1,3,3,5,1,3,5,1,5,1,5,1,5,5,5,5.0,0,Reserved
10782,3,17,1,2,2,1,CA,2,3,4,5,4,2,2,4,3,4,5,5,5,1,3,2,5,5,3,5,2,5,2,5,1,4,1,5,4,2,3,5,5,3,2,5,2,4,2,4,4,2,5,1,3,1,4,4,5,4.0,1,Striver
10783,3,46,1,2,1,5,US,3,3,5,4,4,2,2,5,2,3,4,1,5,2,3,4,3,4,2,4,1,1,1,5,1,4,1,5,5,5,1,3,5,2,5,1,5,1,5,5,1,3,5,3,3,1,5,4,5,5.0,1,Striver
10784,4,34,2,1,1,1,AE,4,2,5,2,5,3,5,2,5,2,2,3,2,3,3,2,2,2,1,2,4,4,1,4,1,4,1,5,5,3,5,1,5,1,5,1,3,1,5,2,3,1,1,3,5,1,5,3,3,5.0,3,Balanced
10785,4,21,2,1,1,5,BD,2,4,3,3,4,2,3,1,5,2,4,4,4,2,2,4,4,4,4,2,2,4,1,4,2,5,2,4,4,5,2,2,4,2,2,2,4,3,3,3,3,2,4,2,4,1,3,3,3,4.0,1,Striver
10786,3,20,2,2,1,1,PL,1,4,2,4,3,4,2,4,2,4,3,4,3,3,4,2,2,1,3,2,3,3,1,3,4,2,3,3,2,3,4,4,4,2,2,4,4,3,3,4,5,2,5,2,5,1,4,4,5,5.0,0,Reserved
10787,6,18,1,1,1,5,US,2,3,4,2,3,2,3,4,3,3,1,5,2,2,1,2,2,1,1,1,2,3,2,4,2,3,2,3,3,4,3,3,3,1,3,1,2,3,2,2,3,2,4,1,4,1,4,3,2,4.0,0,Reserved
10788,4,28,2,1,1,2,IN,5,3,3,3,5,1,5,1,5,1,2,4,3,4,1,1,1,1,1,4,4,5,2,4,3,3,4,5,3,5,3,2,5,2,4,2,3,1,4,4,2,4,4,1,5,1,5,2,4,5.0,3,Balanced
10789,3,28,1,1,1,1,US,3,1,4,4,5,1,4,5,2,1,2,4,1,5,1,1,2,1,4,1,2,5,2,5,1,1,2,5,5,5,2,4,5,2,1,1,5,1,4,2,4,1,4,1,3,1,4,1,5,4.0,3,Balanced
10790,3,45,2,2,1,2,PL,2,2,5,2,5,1,4,1,5,1,5,1,5,1,5,5,5,5,2,5,1,5,1,5,1,5,1,5,5,4,5,5,5,3,1,5,2,3,2,4,5,1,3,1,5,3,5,5,5,5.0,1,Striver
10791,3,24,1,1,1,5,US,4,3,4,2,5,2,5,2,5,3,2,5,2,5,2,2,1,1,3,1,4,4,5,1,5,1,2,3,2,3,3,4,4,2,3,4,3,2,4,4,3,2,1,3,4,5,3,3,3,3.0,0,Reserved
10792,3,21,1,2,2,5,GB,4,1,5,2,5,1,5,1,2,2,2,5,5,5,1,2,2,2,2,1,1,5,1,5,1,5,1,5,5,5,4,5,5,4,1,5,1,3,2,4,5,2,5,1,4,1,4,2,5,5.0,3,Balanced
10793,13,28,1,2,1,1,US,3,2,4,2,4,2,4,3,4,3,4,2,2,3,3,3,3,3,3,2,2,4,1,4,3,3,2,3,3,4,2,4,2,2,1,5,3,2,4,3,4,3,2,3,5,3,4,4,4,4.0,3,Balanced
10794,4,23,1,2,1,5,US,1,4,3,4,1,5,1,5,1,5,3,4,4,2,3,2,1,1,2,2,5,4,1,5,1,5,2,5,3,4,3,3,4,3,3,4,2,2,4,4,1,3,3,2,1,5,4,1,4,2.0,0,Reserved
10795,8,53,1,2,1,5,US,4,3,5,2,5,1,5,3,4,3,3,4,2,2,1,1,2,3,1,1,1,5,1,5,2,5,1,5,5,4,5,4,5,2,4,1,5,1,5,5,3,1,4,1,3,1,1,3,4,5.0,3,Balanced
10796,3,22,1,1,2,1,GB,4,2,5,2,4,1,3,2,5,3,3,5,2,4,3,2,2,1,3,1,2,5,5,4,2,4,2,5,4,4,3,2,2,2,1,3,3,2,2,2,4,2,5,1,4,1,5,3,5,4.0,3,Balanced
10797,3,18,1,2,1,2,GB,2,4,3,4,2,4,1,4,3,4,3,4,3,2,2,3,3,3,1,3,2,5,1,2,1,3,2,4,5,3,3,3,4,3,3,3,3,4,2,4,4,2,5,3,4,2,4,2,5,5.0,3,Balanced
10798,3,20,2,2,3,2,TR,4,3,2,4,5,5,5,1,3,5,4,2,5,5,3,2,4,2,3,5,4,5,1,5,1,5,1,5,5,4,4,2,5,2,4,1,5,1,5,4,3,1,5,1,4,1,5,5,5,5.0,1,Striver
10799,3,35,1,2,1,1,US,1,5,3,4,3,3,1,5,4,5,5,2,5,5,2,1,1,1,3,1,1,4,1,4,1,3,3,5,2,3,5,4,5,1,4,1,5,1,5,4,5,1,4,1,4,1,5,5,5,3.0,3,Balanced
10800,3,25,1,1,1,5,GB,1,5,3,5,2,4,2,5,2,5,4,2,4,1,2,2,2,2,4,5,1,4,4,5,2,4,2,4,5,2,2,4,4,4,1,4,3,4,1,4,5,1,5,1,5,1,5,5,5,5.0,2,Internalizer
10801,3,51,1,2,1,2,US,2,3,5,4,4,3,2,4,2,3,2,4,2,4,2,2,2,2,2,2,3,4,2,4,2,3,2,4,4,4,3,4,3,2,1,3,3,3,2,3,3,4,3,3,2,2,3,2,3,3.0,0,Reserved
10802,3,18,1,1,2,1,US,3,3,2,4,3,3,2,2,2,5,2,4,2,2,1,2,4,3,2,4,4,2,3,2,3,2,3,4,2,4,4,2,4,2,3,2,4,2,4,4,4,2,4,3,4,2,4,4,3,4.0,0,Reserved
10803,3,32,2,1,1,1,FI,3,4,2,4,3,2,1,4,4,5,3,3,4,2,4,1,4,4,3,4,2,4,2,4,2,4,2,5,4,3,3,4,4,3,2,4,4,2,2,4,4,1,4,1,4,1,3,4,4,5.0,3,Balanced
10804,13,20,2,2,2,5,TR,3,1,5,1,5,1,4,1,5,2,5,5,4,4,3,4,1,1,1,5,5,3,1,4,1,5,2,1,5,5,5,3,5,1,5,1,5,1,5,5,5,2,5,3,4,2,5,2,3,5.0,3,Balanced
10805,13,26,1,2,1,5,US,3,3,4,4,3,3,2,5,1,4,4,3,5,2,2,3,3,3,3,3,1,5,3,4,1,5,1,5,4,4,4,3,5,3,3,1,5,3,3,3,3,3,3,1,3,3,3,3,5,4.0,3,Balanced
10806,13,23,2,2,1,5,US,3,4,5,3,5,3,3,3,3,5,3,3,4,2,4,3,3,1,1,1,5,4,2,5,1,4,1,4,4,4,3,4,2,3,3,5,5,3,3,3,4,1,5,1,4,1,5,3,4,3.0,3,Balanced
10807,3,26,1,1,1,2,US,2,5,3,5,2,5,2,2,3,4,5,3,4,2,2,1,1,1,2,2,3,3,1,2,4,3,4,2,2,3,4,3,4,2,3,4,4,3,3,4,2,2,3,3,3,3,5,2,4,3.0,0,Reserved
10808,9,28,1,1,1,5,US,4,1,4,1,4,1,4,2,5,2,3,4,4,3,2,2,2,1,2,1,1,5,3,5,1,5,1,4,5,4,4,2,2,3,3,3,4,2,4,2,5,2,4,2,4,1,4,5,3,4.0,3,Balanced
10809,3,54,1,1,1,2,US,3,2,3,3,4,2,3,4,3,3,3,3,4,3,3,2,3,3,2,3,2,3,2,3,2,3,3,3,4,4,3,3,2,3,3,4,2,2,3,2,4,3,3,3,4,3,4,3,2,3.0,3,Balanced
10810,13,20,2,2,1,5,TR,3,2,3,3,4,2,4,3,3,3,3,3,5,4,3,4,4,4,4,3,5,4,3,4,2,5,2,4,4,3,2,4,4,4,3,4,3,3,2,3,3,3,4,1,2,2,2,3,3,3.0,1,Striver
10811,3,18,1,1,1,2,US,3,4,4,3,3,2,2,2,3,3,2,5,2,2,2,2,4,4,4,3,3,4,2,4,2,3,2,4,4,3,3,1,4,1,4,1,5,2,3,4,4,2,5,2,4,1,3,3,5,4.0,3,Balanced
10812,3,48,1,1,1,1,US,2,2,3,4,2,2,2,4,3,4,3,2,5,2,3,3,4,3,3,4,1,4,1,4,1,3,2,3,2,4,4,5,5,1,3,2,5,1,3,5,5,1,4,1,4,1,4,4,5,5.0,2,Internalizer
10813,3,55,1,2,1,1,CA,3,3,3,3,3,2,3,3,3,3,4,1,4,2,3,2,3,3,1,4,1,5,1,5,1,5,1,4,4,4,4,3,5,2,3,2,5,2,3,5,4,1,5,1,4,1,4,4,5,5.0,1,Striver
10814,3,51,1,2,1,5,US,3,1,5,2,5,1,4,2,5,2,4,3,5,2,4,4,4,5,4,3,1,5,1,4,1,5,1,5,5,5,4,4,5,3,2,4,4,1,3,4,4,2,4,3,5,1,5,4,4,4.0,1,Striver
10815,1,34,1,2,2,1,US,4,1,5,1,5,1,5,2,3,1,3,4,4,4,2,1,1,2,2,1,1,4,1,4,1,4,1,4,4,4,4,2,4,1,3,2,3,3,2,4,3,2,4,2,3,1,4,3,3,3.0,3,Balanced
10816,3,51,1,2,1,5,US,1,2,5,2,4,2,4,3,3,2,4,4,4,3,3,3,3,3,3,3,1,5,1,5,1,4,2,4,5,4,3,4,4,3,2,4,4,3,2,3,5,1,3,1,4,2,4,3,5,4.0,3,Balanced
10817,3,21,1,1,1,1,US,2,2,2,4,1,2,1,4,4,2,2,1,2,1,2,1,3,5,4,4,4,2,3,2,4,1,4,1,1,1,4,3,4,2,2,2,5,2,3,4,5,1,3,3,5,2,5,5,5,5.0,0,Reserved
10818,13,38,1,2,1,1,US,4,1,5,2,5,1,5,2,5,1,5,3,5,4,4,3,2,2,4,1,2,5,1,5,2,4,1,4,4,5,3,5,4,4,1,4,4,1,5,4,5,4,3,3,4,3,5,5,4,3.0,0,Reserved
10819,3,16,2,1,1,1,CR,1,3,3,4,3,4,2,5,5,3,2,5,4,1,3,2,2,2,2,4,2,3,1,4,2,5,2,4,4,4,2,3,4,3,2,1,4,3,1,4,5,2,4,1,5,3,5,3,5,4.0,3,Balanced
10820,3,28,1,1,1,1,US,2,3,1,4,1,2,1,4,1,5,4,3,4,1,2,5,4,4,5,4,2,1,2,3,2,2,4,2,4,2,4,4,5,2,1,3,4,3,3,3,5,1,5,1,4,1,5,4,5,5.0,2,Internalizer
10821,3,30,1,2,1,1,US,3,2,4,2,3,2,4,4,2,5,4,4,5,4,4,3,4,3,3,2,1,4,4,4,2,4,2,4,4,4,4,4,5,2,4,2,4,2,4,4,4,2,4,2,4,4,3,3,4,3.0,3,Balanced
10822,5,18,2,2,1,1,CA,2,1,4,3,4,2,3,3,2,4,3,4,4,1,1,1,4,3,3,4,1,4,2,4,1,3,1,4,4,3,3,2,3,2,2,1,3,3,2,3,4,2,2,2,3,3,4,3,4,4.0,0,Reserved
10823,3,25,1,2,1,1,US,3,2,4,3,4,3,3,3,3,2,4,2,5,3,3,3,2,2,2,3,1,4,1,4,2,3,2,4,4,3,4,2,5,2,4,2,4,1,4,4,3,1,4,2,3,1,3,4,5,3.0,3,Balanced
10824,3,19,2,1,1,1,SI,1,3,2,4,3,4,2,4,3,3,2,4,4,4,4,2,4,4,3,1,2,3,3,4,3,4,3,3,4,3,2,4,4,4,3,3,5,3,2,4,3,2,4,1,3,2,4,3,5,4.0,2,Internalizer
10825,6,16,1,2,1,1,NG,1,5,1,2,5,5,1,1,5,5,3,1,5,1,1,1,5,3,5,5,5,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,5,3,5,5,5,3,5,1,5,1,5,1,5,5.0,1,Striver
10826,3,32,1,1,1,1,US,2,4,2,4,2,2,3,4,2,5,2,5,4,2,1,1,1,1,1,3,3,4,1,4,4,2,2,4,4,5,2,1,4,1,5,1,4,1,2,5,4,1,5,1,4,1,3,4,4,4.0,3,Balanced
10827,3,18,1,1,1,5,US,2,2,4,3,2,2,1,4,2,4,4,4,5,5,4,5,4,3,5,5,2,3,1,4,3,5,3,4,4,3,4,4,5,4,4,4,4,2,4,4,3,2,2,2,4,4,3,3,4,4.0,2,Internalizer
10828,3,32,1,2,2,5,US,3,3,4,3,4,2,4,5,2,2,4,2,4,4,3,3,3,2,3,2,1,5,2,3,3,4,2,3,3,3,4,3,4,1,4,2,5,1,5,2,4,3,4,3,4,2,2,3,3,4.0,3,Balanced
10829,13,16,2,2,1,1,GB,3,4,3,4,2,5,3,3,4,4,5,2,5,4,4,5,4,5,5,3,4,3,2,5,3,4,3,4,4,3,4,2,4,5,3,5,4,3,4,3,3,3,3,3,3,4,2,3,2,3.0,2,Internalizer
10830,5,17,1,2,1,5,CA,3,1,4,2,5,1,5,2,3,2,4,3,4,3,3,3,3,3,3,2,5,5,1,5,1,3,1,5,5,5,5,1,5,2,3,2,5,3,5,5,3,1,5,1,5,1,4,3,5,5.0,1,Striver
10831,11,19,1,2,1,1,US,1,3,3,3,3,2,2,5,1,5,5,3,5,3,3,5,5,3,5,5,5,4,1,4,1,5,1,5,5,4,2,3,4,3,2,3,5,2,3,3,2,3,4,3,1,3,3,3,5,3.0,2,Internalizer
10832,3,68,1,1,2,1,US,3,2,5,2,4,2,4,2,4,3,2,3,2,4,2,2,2,2,1,2,1,5,2,4,1,4,1,4,4,4,4,3,4,2,4,2,4,2,4,3,4,1,4,2,4,2,4,4,4,4.0,3,Balanced
10833,1,19,1,1,1,2,US,1,5,2,4,2,5,3,5,1,5,5,4,4,2,2,4,3,3,2,4,1,5,1,5,2,5,1,5,4,4,3,1,3,1,3,1,4,3,4,3,3,2,3,3,4,2,4,2,4,3.0,2,Internalizer
10834,3,16,1,1,1,2,US,3,2,5,2,5,1,5,1,4,1,3,4,4,3,1,1,2,2,2,2,1,4,3,3,2,2,1,4,3,3,5,4,4,4,1,5,3,2,3,4,5,1,5,2,5,1,5,5,5,5.0,3,Balanced
10835,3,18,1,2,1,1,US,1,2,2,5,2,2,1,4,2,4,4,3,5,2,2,4,4,4,4,4,2,4,4,5,2,4,2,4,4,3,4,3,5,4,2,2,4,3,4,4,4,2,4,1,4,2,4,3,5,4.0,2,Internalizer
10836,13,21,2,2,1,2,SR,3,2,3,3,3,2,4,4,3,5,4,3,3,2,4,5,5,4,5,4,3,4,2,3,3,5,2,4,5,3,3,5,3,4,3,5,3,3,2,3,3,3,3,4,4,3,4,3,4,4.0,2,Internalizer
10837,11,28,1,2,1,2,AU,3,2,4,3,4,2,4,2,4,4,2,2,4,3,3,5,3,1,2,1,1,4,2,5,1,4,1,5,4,4,4,3,4,2,4,2,4,3,5,4,3,2,4,1,4,2,5,2,3,3.0,3,Balanced
10838,3,25,1,2,1,5,US,3,4,4,3,2,5,3,4,2,4,3,4,5,5,1,2,1,1,1,1,2,4,1,4,4,5,2,3,2,4,3,4,4,2,3,4,4,3,3,4,4,3,3,4,3,3,4,2,4,3.0,0,Reserved
10839,3,18,1,2,1,2,US,2,2,5,4,5,3,4,4,2,5,2,5,2,5,1,2,1,1,1,1,1,5,4,5,1,5,1,5,3,5,4,3,1,2,5,4,2,2,1,4,2,5,2,4,4,2,4,1,4,4.0,0,Reserved
10840,3,20,2,2,1,1,PT,3,4,3,4,2,3,1,3,4,5,3,3,5,3,5,4,4,3,3,3,1,5,2,5,1,4,1,4,4,4,3,3,3,3,1,5,1,3,2,3,3,3,4,3,3,3,3,2,4,4.0,2,Internalizer
10841,3,31,1,1,1,2,IE,2,2,4,3,5,2,3,3,4,3,2,2,4,1,4,3,5,4,4,5,4,5,3,4,1,4,2,4,4,4,2,4,4,3,2,4,3,4,2,3,3,2,4,2,5,2,3,4,5,3.0,1,Striver
10842,3,28,1,1,1,1,US,2,2,2,5,1,4,1,5,1,5,2,2,3,5,3,5,2,3,4,1,3,2,2,3,4,4,3,3,3,2,4,1,5,1,5,1,3,3,5,4,2,1,2,3,3,3,3,1,3,3.0,0,Reserved
10843,1,60,1,2,2,5,US,3,2,3,4,3,2,3,5,2,5,2,2,3,2,3,2,3,4,2,3,3,4,2,5,3,5,2,4,5,4,2,4,3,4,3,3,3,3,3,3,2,2,4,2,2,3,5,2,2,2.0,3,Balanced
10844,3,32,1,2,1,2,US,3,3,3,3,3,3,2,3,2,4,1,5,1,5,1,1,1,1,1,1,2,3,2,4,3,3,3,2,4,4,5,1,5,1,3,1,5,1,4,4,5,1,2,3,4,4,5,4,2,2.0,0,Reserved
10845,3,24,1,2,1,1,US,3,2,3,3,4,3,2,4,2,5,4,3,5,2,4,4,2,3,4,3,1,4,2,5,1,5,2,4,4,4,2,5,3,3,1,5,3,2,4,3,5,2,4,1,3,2,3,4,5,4.0,2,Internalizer
10846,6,18,1,1,1,5,US,3,3,3,3,4,3,3,3,3,4,2,5,2,5,2,1,2,2,2,1,1,4,1,5,2,5,1,4,4,3,4,3,4,3,2,4,4,3,4,4,5,3,3,2,4,3,4,4,4,5.0,3,Balanced
10847,13,32,2,2,1,1,CZ,2,1,5,1,5,1,5,5,4,5,3,3,3,3,1,1,1,1,1,2,4,5,1,5,1,1,1,2,5,5,4,1,5,1,3,2,4,2,4,5,5,4,4,4,4,3,5,3,5,5.0,3,Balanced
10848,3,24,1,1,1,1,ES,1,1,1,5,1,3,1,5,1,5,5,1,4,1,3,5,2,1,4,5,1,5,1,5,1,5,1,2,5,1,3,5,4,2,1,5,2,2,2,3,4,1,2,1,3,3,4,2,4,2.0,2,Internalizer
10849,3,59,1,1,1,1,US,1,5,2,5,2,4,1,5,2,5,4,4,5,4,3,1,1,1,1,1,1,3,1,4,2,5,2,4,4,2,5,1,5,1,4,1,4,2,5,5,5,1,5,2,5,1,5,3,5,4.0,3,Balanced
10850,3,23,1,2,1,1,US,3,3,3,3,4,1,5,3,5,4,2,4,4,2,1,1,4,3,4,4,2,4,4,2,2,1,2,3,2,5,5,1,4,4,4,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5.0,0,Reserved
10851,11,41,1,2,1,5,US,4,2,5,3,5,2,5,4,4,4,2,3,4,2,4,1,3,1,1,1,1,5,2,5,1,2,1,4,5,4,4,2,4,1,4,1,4,3,4,2,4,1,4,2,4,2,4,3,4,2.0,3,Balanced
10852,3,35,2,1,1,1,RS,4,2,4,2,4,1,5,2,5,2,5,3,5,1,5,4,5,5,4,5,2,4,3,4,4,4,2,5,4,5,1,1,3,4,1,3,4,4,4,3,5,1,5,1,3,2,5,4,5,4.0,1,Striver
10853,3,43,1,2,1,2,US,4,2,4,3,4,2,5,3,3,3,4,2,5,4,4,3,2,2,2,2,2,4,2,4,1,4,1,5,4,3,3,4,3,3,3,4,4,4,4,3,5,2,4,4,4,2,4,5,4,4.0,3,Balanced
10854,4,15,1,2,1,1,US,5,1,5,1,5,1,5,1,5,2,5,4,5,1,5,5,5,5,5,5,2,5,5,4,2,2,1,4,5,4,1,5,5,5,1,1,1,5,1,1,5,1,5,1,5,1,2,5,4,5.0,1,Striver
10855,5,21,2,2,1,5,TR,1,5,2,3,1,4,1,5,3,5,5,2,5,5,3,4,3,3,2,4,4,5,2,5,3,4,1,3,5,4,2,5,4,3,3,3,2,4,3,3,3,4,4,3,3,1,3,1,2,3.0,2,Internalizer
10856,3,27,2,2,1,1,CH,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,1,1,1,3,1,5,5,5,1,5,1,5,5,4,3,5,5,5,4,1,5,1,1,3,5,1,5,1,3,1,5,5,5,4.0,3,Balanced
10857,13,15,1,2,1,1,GB,2,4,2,5,2,5,1,5,1,5,4,2,5,3,4,4,4,2,3,4,1,3,3,4,2,4,3,4,3,3,3,3,4,5,2,5,2,3,1,3,2,2,3,2,3,3,3,2,1,2.0,2,Internalizer
10858,3,20,1,2,1,2,US,2,2,5,2,3,2,3,3,4,3,5,4,4,3,2,2,4,5,4,3,1,4,1,5,1,4,2,4,5,4,3,5,3,4,2,4,2,4,2,2,3,2,4,3,3,2,4,2,3,3.0,1,Striver
10859,3,15,1,1,1,1,US,4,1,4,2,3,2,4,2,5,2,2,4,3,5,2,2,2,1,2,1,4,4,2,3,2,3,2,3,3,3,3,3,4,2,2,4,3,3,3,3,4,3,4,2,4,1,3,4,3,3.0,3,Balanced
10860,1,16,1,2,1,5,CA,4,3,4,1,5,1,3,3,4,4,5,2,5,5,2,3,1,1,2,2,2,5,4,4,1,5,1,5,5,4,5,3,5,2,3,2,4,3,5,3,3,3,5,1,4,1,5,3,5,4.0,3,Balanced
10861,3,29,1,2,1,1,GB,1,3,1,5,1,3,1,2,1,5,5,1,5,1,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,2,5,5,4,5,1,5,1,2,5,2,5,3,5,3,5,1,3,5,5,5.0,2,Internalizer
10862,3,15,1,2,1,1,IE,2,2,3,4,4,2,2,4,4,4,3,2,4,3,2,2,2,2,3,2,4,4,3,5,2,3,2,5,4,5,3,2,4,4,2,4,3,3,3,4,4,1,5,1,3,1,5,3,5,4.0,3,Balanced
10863,3,21,1,2,1,2,US,4,1,5,1,4,1,4,3,4,2,5,2,5,2,4,5,5,4,3,3,1,5,1,5,1,5,1,5,5,4,5,1,5,1,5,1,5,1,5,4,4,1,4,1,4,1,4,3,3,4.0,1,Striver
10864,3,23,1,2,1,2,US,2,4,2,4,2,1,2,4,3,4,3,3,4,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,1,4,3,5,1,5,1,5,1,5,5,5,5.0,0,Reserved
10865,3,13,1,2,1,1,US,4,2,4,3,3,3,3,5,2,5,3,3,5,3,3,2,3,2,4,1,1,5,1,3,1,3,1,3,3,3,3,2,5,2,2,2,5,3,3,4,2,2,5,3,3,1,3,2,3,3.0,3,Balanced
10866,11,28,1,2,1,2,US,1,4,2,4,2,3,1,5,2,5,3,3,3,2,3,4,4,4,4,4,2,2,3,1,4,2,4,2,2,2,3,3,4,3,1,3,5,2,4,4,4,2,5,2,4,1,5,4,5,5.0,0,Reserved
10867,3,20,2,1,2,1,PT,1,5,3,4,2,4,1,4,3,5,2,4,4,4,4,3,2,1,2,1,2,3,1,4,2,4,2,3,4,3,2,3,4,4,2,4,4,3,3,3,3,3,5,2,3,2,4,2,5,3.0,3,Balanced
10868,3,41,0,1,1,2,US,3,3,3,4,4,2,3,5,2,3,5,2,5,2,2,2,3,2,3,3,1,2,2,3,2,5,3,3,3,4,4,1,5,1,5,1,5,1,4,5,3,2,3,4,3,4,4,2,5,3.0,0,Reserved
10869,13,28,1,1,1,5,US,3,2,4,3,5,2,4,4,4,3,3,5,4,2,3,4,4,4,4,2,1,5,2,5,1,5,5,5,5,4,4,5,4,5,2,5,3,3,2,4,4,1,3,3,5,2,5,4,3,5.0,1,Striver
10870,4,23,2,1,1,1,US,2,2,3,2,3,2,2,3,4,3,2,4,3,2,2,3,3,4,3,2,1,3,2,4,2,4,2,4,4,4,3,5,2,3,2,4,2,4,3,2,5,2,5,2,4,1,4,4,5,5.0,3,Balanced
10871,13,24,1,2,1,2,MY,4,3,4,3,4,4,4,2,5,3,4,4,3,3,3,3,3,3,3,3,2,4,2,5,3,5,4,3,5,4,4,3,4,2,4,2,3,3,4,4,4,2,3,2,4,2,4,2,4,4.0,1,Striver
10872,3,33,1,1,1,5,US,4,1,5,2,5,1,5,2,5,2,3,4,5,3,3,3,4,2,2,1,2,5,3,4,1,4,2,4,4,5,2,4,1,3,2,5,2,3,1,4,5,1,5,1,5,1,2,5,5,5.0,1,Striver
