index,race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Cluster,Psych_Label
14641,3,18,2,2,1,1,RS,4,2,4,2,5,1,5,2,4,2,2,2,4,3,2,2,4,4,2,2,2,5,4,2,1,3,2,5,3,4,4,4,5,4,2,4,3,2,2,5,5,1,4,1,5,2,5,5,5,5.0,3,Balanced
14642,3,28,2,2,1,1,BE,5,1,3,3,4,2,2,2,5,4,4,4,4,4,2,1,3,2,2,1,1,4,1,5,1,5,2,2,5,5,3,4,4,1,4,4,4,2,4,4,4,3,4,3,4,3,4,3,5,5.0,3,Balanced
14643,3,14,1,1,1,1,US,3,4,3,2,4,4,3,2,4,2,4,2,3,4,1,2,3,2,3,2,1,2,2,5,4,2,4,3,4,3,2,4,5,2,2,3,2,2,2,3,5,2,5,3,5,1,5,5,5,5.0,0,Reserved
14644,4,25,2,2,1,1,IN,4,1,4,2,4,2,5,2,5,3,4,2,4,3,4,5,4,4,3,4,1,1,1,5,1,5,1,5,5,5,3,5,3,2,2,5,3,1,3,4,4,1,5,5,4,1,4,3,4,4.0,1,Striver
14645,4,27,2,2,1,1,IN,3,1,4,2,4,2,4,1,5,3,2,5,3,4,2,3,2,2,2,1,1,5,1,5,1,5,1,5,4,5,4,3,5,1,3,4,4,1,4,4,3,3,4,2,4,1,4,1,3,4.0,3,Balanced
14646,4,14,2,1,1,1,IN,5,1,5,3,5,1,5,1,5,3,4,5,3,5,3,3,3,2,4,1,2,5,4,5,2,5,2,5,4,5,1,5,2,5,1,5,2,5,1,5,4,3,5,3,4,1,5,1,5,5.0,1,Striver
14647,0,16,1,2,1,1,GB,4,3,3,3,4,2,2,4,2,5,5,3,5,2,3,3,4,2,4,2,2,3,2,4,2,3,2,5,4,5,1,5,4,4,1,5,4,3,3,4,2,3,5,2,3,2,4,2,4,3.0,2,Internalizer
14648,11,18,2,1,1,1,ID,5,4,5,4,5,3,4,3,4,4,2,3,4,3,4,3,5,4,3,3,4,5,3,5,3,5,3,3,5,4,3,4,5,3,3,4,3,3,4,4,2,3,4,2,4,3,4,3,4,4.0,1,Striver
14649,4,19,2,1,1,1,IN,4,3,3,5,2,4,2,5,3,5,4,3,4,3,4,3,4,4,4,3,1,4,1,4,4,4,2,3,5,4,3,1,4,3,3,1,5,2,4,3,2,2,4,2,3,1,4,1,4,3.0,2,Internalizer
14650,3,15,2,2,1,1,IT,2,4,1,5,2,2,2,5,1,5,3,2,5,3,3,4,5,5,5,5,5,4,5,3,3,3,3,3,5,3,2,5,5,3,1,3,3,2,2,2,4,1,5,1,3,1,5,3,5,5.0,2,Internalizer
14651,3,50,2,2,1,1,RO,2,5,4,4,3,1,3,4,4,4,3,4,4,3,2,2,3,2,2,2,4,3,1,4,2,1,2,4,5,2,4,2,5,2,4,2,4,2,3,4,5,1,5,1,4,1,5,2,3,4.0,3,Balanced
14652,3,37,2,1,1,1,IT,1,5,4,4,2,3,2,4,4,4,3,4,4,2,2,1,3,1,1,3,4,5,1,4,1,4,1,3,3,3,3,3,5,3,3,2,1,3,4,3,4,1,4,1,5,1,4,3,4,4.0,3,Balanced
14653,6,32,1,2,1,1,US,3,2,4,2,4,2,4,2,4,3,4,3,2,2,4,3,3,3,3,4,1,5,1,4,2,4,2,4,4,4,4,3,3,3,2,3,4,3,3,3,4,2,5,3,3,1,3,4,4,4.0,3,Balanced
14654,3,43,2,1,1,1,IT,3,3,5,4,4,1,4,3,2,5,2,3,4,4,1,3,1,1,1,4,3,3,1,4,3,4,3,3,2,5,4,2,4,4,5,2,4,1,2,4,4,1,3,5,5,2,4,2,1,4.0,3,Balanced
14655,1,14,1,2,2,1,US,1,3,1,5,3,3,1,5,1,5,5,2,5,1,4,2,5,4,3,5,1,1,2,5,1,5,2,5,5,5,3,4,5,4,3,4,4,3,4,4,4,3,5,1,1,4,5,4,3,2.0,2,Internalizer
14656,3,31,1,1,1,1,US,1,3,2,4,1,2,1,5,1,5,5,2,4,3,4,4,4,4,4,4,2,2,4,3,4,3,3,2,2,3,4,1,3,2,4,2,4,2,2,3,1,1,5,2,3,1,3,1,5,4.0,2,Internalizer
14657,3,18,1,1,1,5,US,3,3,5,3,4,3,4,3,4,3,3,4,4,3,2,3,2,1,2,2,1,4,1,5,1,3,1,5,5,4,4,3,3,2,2,2,4,1,4,3,2,2,2,4,3,3,4,2,4,3.0,3,Balanced
14658,3,53,1,1,1,1,US,4,1,5,2,4,1,4,2,5,2,4,2,4,1,2,4,4,4,4,4,1,4,2,4,2,5,3,4,4,4,4,4,3,1,3,2,4,1,4,5,5,1,4,1,5,1,5,5,5,5.0,1,Striver
14659,13,27,1,2,1,1,US,1,2,2,5,1,2,1,5,1,5,5,2,5,2,4,5,4,4,4,3,2,3,3,4,2,4,2,4,4,5,4,2,2,3,3,4,4,3,4,4,3,4,2,3,3,3,4,3,5,3.0,2,Internalizer
14660,3,18,2,2,1,1,RO,3,3,4,3,3,2,3,4,4,5,4,4,5,5,3,4,5,1,2,1,2,3,1,3,3,4,3,2,3,3,5,1,5,2,4,1,5,1,4,3,4,1,4,4,4,1,5,4,4,4.0,0,Reserved
14661,4,17,2,2,1,1,PK,3,1,5,1,4,1,4,3,4,2,4,3,5,2,5,3,3,2,3,2,4,5,1,5,2,5,2,3,4,5,3,1,4,2,4,2,5,2,5,4,4,2,5,2,3,1,5,3,4,4.0,1,Striver
14662,3,25,1,2,1,5,CA,3,4,5,3,4,3,5,5,2,5,1,4,4,3,2,2,3,1,3,2,1,5,3,5,1,5,1,5,3,2,4,4,5,2,1,1,5,1,4,4,4,3,5,3,3,2,3,2,5,4.0,3,Balanced
14663,3,21,2,2,1,1,IT,1,5,2,4,2,5,1,5,4,5,5,2,5,3,4,5,4,4,4,2,5,4,2,4,1,4,2,4,4,4,2,4,4,4,2,4,4,1,4,5,2,3,3,2,2,4,3,2,5,1.0,2,Internalizer
14664,3,18,1,2,1,5,US,4,2,4,3,4,2,4,4,3,3,3,5,4,4,2,1,2,1,2,1,2,5,3,4,1,4,1,4,3,4,4,3,4,2,4,2,4,1,4,4,4,3,3,3,5,2,5,3,4,5.0,3,Balanced
14665,3,22,1,1,1,1,US,4,4,2,5,2,4,2,5,1,5,5,2,5,2,4,5,5,4,5,5,2,4,4,5,2,5,2,4,4,4,2,2,4,5,1,5,4,5,5,4,5,4,5,2,5,5,4,4,5,5.0,2,Internalizer
14666,5,29,2,2,1,1,EG,1,3,4,1,4,1,3,2,5,3,1,5,1,3,1,1,1,1,1,1,1,4,1,4,3,4,2,3,5,5,4,4,5,1,4,1,4,2,3,4,5,1,5,1,5,1,5,1,2,5.0,3,Balanced
14667,13,15,1,2,1,1,US,2,2,5,2,4,2,5,5,2,4,4,2,4,2,4,5,3,1,5,1,5,3,2,5,2,5,1,5,5,5,3,3,3,3,2,2,5,3,3,3,3,4,5,2,4,2,4,3,3,5.0,1,Striver
14668,13,26,2,1,1,1,IN,3,5,3,4,2,4,1,1,2,4,4,2,5,1,4,2,3,1,2,3,4,5,4,2,3,5,2,4,4,3,3,4,3,4,2,4,3,4,1,3,3,4,5,2,3,2,2,3,4,3.0,2,Internalizer
14669,8,17,2,2,1,1,BR,2,2,4,4,3,2,2,5,1,5,5,3,5,1,5,5,5,5,5,4,1,5,1,5,2,5,2,3,4,3,3,2,4,2,3,4,4,2,4,4,4,1,5,1,2,1,4,4,5,3.0,2,Internalizer
14670,3,15,2,1,1,1,IT,2,5,2,5,2,4,2,5,5,2,1,4,4,1,2,1,2,1,3,1,3,5,1,3,1,1,1,4,2,2,3,1,3,2,4,1,5,1,3,3,4,3,4,1,3,1,4,2,4,3.0,0,Reserved
14671,1,24,2,1,1,5,PK,1,4,4,2,2,4,2,2,4,5,2,4,3,3,4,4,4,3,2,3,4,5,1,5,2,5,3,4,5,5,4,2,4,1,3,1,4,4,4,3,3,4,5,2,4,1,3,1,2,4.0,1,Striver
14672,3,40,2,2,1,1,US,1,3,3,2,5,1,5,2,5,1,5,1,5,1,5,5,5,5,5,5,1,4,4,4,1,3,1,3,4,1,2,2,3,1,3,2,4,1,4,4,5,1,5,1,3,1,5,5,5,3.0,1,Striver
14673,11,23,2,2,2,1,IN,1,5,1,5,5,5,1,1,2,5,5,1,5,1,5,5,5,5,5,5,4,2,5,2,5,5,5,1,3,4,1,1,5,1,5,1,1,4,5,5,3,5,5,3,1,5,5,5,5,1.0,0,Reserved
14674,3,19,2,1,1,1,RO,2,3,3,5,1,2,1,4,3,4,3,5,2,3,4,1,5,4,2,3,3,4,2,3,3,2,2,3,4,3,3,2,4,3,3,3,2,3,4,3,4,2,5,2,5,1,4,4,5,4.0,0,Reserved
14675,13,18,2,1,1,1,PK,1,4,1,4,4,5,1,5,1,5,4,4,4,5,4,2,4,4,4,2,2,2,1,3,2,3,4,3,2,3,4,4,4,1,2,1,5,1,2,5,3,4,5,5,5,1,5,1,5,5.0,2,Internalizer
14676,4,14,1,1,1,1,US,1,4,2,4,1,3,3,3,1,4,2,3,3,3,3,3,3,2,3,2,4,2,2,2,3,2,3,3,2,3,3,3,3,5,4,4,2,2,3,3,3,5,2,5,3,3,3,2,4,3.0,2,Internalizer
14677,4,25,2,1,1,1,IN,2,4,3,4,3,4,2,4,2,4,4,2,4,2,4,4,4,4,4,4,2,3,1,4,2,4,2,3,4,3,4,4,4,3,3,3,4,2,3,3,4,2,4,3,3,2,3,3,3,2.0,2,Internalizer
14678,6,24,1,2,1,1,US,4,1,5,1,5,1,5,4,3,1,5,2,5,3,3,3,2,2,3,3,1,5,1,5,1,5,1,5,5,4,4,1,5,2,4,2,4,2,4,4,4,2,5,2,3,2,4,3,5,4.0,3,Balanced
14679,3,23,1,2,1,1,US,3,4,4,2,4,2,4,2,2,3,4,4,4,3,2,2,2,2,3,2,1,5,1,4,1,5,1,5,5,4,4,2,4,1,3,1,4,2,4,3,3,3,4,3,3,2,3,2,5,3.0,3,Balanced
14680,4,24,1,2,1,1,IN,2,1,5,5,1,1,5,1,3,4,2,3,3,3,2,4,2,3,5,3,3,5,4,5,1,2,1,3,4,5,2,1,3,3,3,2,1,2,4,3,1,4,1,2,3,4,4,4,3,3.0,0,Reserved
14681,6,21,2,1,1,1,MX,3,3,5,3,4,2,3,3,2,3,2,5,4,2,2,2,2,3,1,1,4,4,1,4,5,3,2,4,3,4,5,2,5,4,3,3,4,3,3,4,4,1,3,1,4,3,5,4,4,4.0,3,Balanced
14682,8,17,2,1,1,1,BR,1,5,3,3,2,5,1,2,1,5,5,4,2,4,4,4,4,3,5,4,4,3,3,2,3,2,2,2,2,1,5,4,4,3,4,3,5,4,1,3,4,4,5,3,3,2,3,3,5,4.0,2,Internalizer
14683,3,17,1,2,1,1,US,5,1,4,2,5,1,4,2,5,4,4,2,5,3,3,5,3,4,3,3,2,4,1,3,3,4,2,4,4,5,4,2,4,1,4,2,4,1,4,4,3,3,5,3,4,1,4,3,5,5.0,1,Striver
14684,3,57,2,1,1,1,IT,5,5,1,3,3,1,2,5,4,2,4,2,5,4,5,3,4,4,3,4,5,1,3,3,3,4,5,3,4,4,4,4,5,5,5,4,2,2,2,4,5,4,5,1,4,1,4,2,4,5.0,2,Internalizer
14685,4,19,1,2,1,1,IN,1,5,1,4,1,5,1,5,1,5,5,5,3,1,5,5,5,5,5,5,5,3,1,5,5,5,4,4,5,4,3,1,2,5,3,5,2,2,1,4,1,3,5,1,5,1,3,3,5,5.0,2,Internalizer
14686,3,22,1,1,1,1,US,3,5,3,4,3,4,2,5,4,5,5,2,5,1,4,5,4,4,5,4,4,4,4,5,2,4,2,5,4,3,3,3,4,2,3,4,4,2,4,5,4,1,5,2,5,1,5,3,5,5.0,2,Internalizer
14687,3,21,1,1,1,1,SE,2,5,2,4,3,5,1,5,2,5,2,4,2,3,2,3,2,1,2,3,4,3,2,2,5,5,4,2,2,3,1,2,2,2,3,4,5,3,2,1,3,3,4,3,1,2,4,3,2,1.0,0,Reserved
14688,3,16,2,2,1,5,ES,1,4,2,5,2,4,1,3,5,5,2,5,5,3,2,1,3,3,3,4,3,4,1,5,3,5,2,3,4,3,4,2,5,2,3,4,4,2,4,5,3,1,5,1,4,2,5,3,3,4.0,3,Balanced
14689,3,17,1,2,1,1,US,1,5,1,5,1,5,1,5,1,5,5,2,5,1,1,5,4,2,3,5,2,3,4,3,1,5,3,3,4,5,3,3,3,5,1,2,2,3,4,3,4,1,3,1,4,3,5,4,5,5.0,2,Internalizer
14690,6,24,2,1,1,1,BR,3,5,2,5,2,5,2,3,4,5,2,4,4,2,4,3,3,3,3,3,5,1,1,1,4,2,4,2,1,2,2,4,3,3,2,5,5,4,2,4,5,2,5,1,4,2,5,5,5,4.0,0,Reserved
14691,9,19,2,2,1,2,US,1,3,3,4,3,3,2,4,2,4,4,4,4,2,2,4,4,3,4,3,3,4,2,4,2,4,3,4,4,3,3,3,3,3,4,3,4,3,3,3,3,3,4,3,2,3,4,2,4,2.0,2,Internalizer
14692,4,22,2,1,1,1,PK,4,3,4,3,3,3,4,2,5,2,2,3,4,3,3,3,3,3,3,2,1,4,2,5,2,5,2,3,5,5,3,2,4,3,3,4,4,2,3,4,3,2,3,2,4,1,4,3,2,5.0,3,Balanced
14693,1,18,2,2,1,1,HR,4,5,1,5,3,5,3,5,2,3,5,1,5,2,4,5,5,4,4,4,2,3,2,4,2,3,2,3,3,3,3,2,4,3,1,4,4,2,4,4,3,3,4,4,3,3,3,3,5,3.0,2,Internalizer
14694,13,15,2,2,1,1,KW,1,3,4,5,4,2,2,4,2,4,5,1,5,4,4,5,2,2,5,4,1,3,1,5,1,5,3,5,5,4,2,1,4,3,3,4,3,3,3,3,4,3,3,2,3,2,3,1,4,3.0,2,Internalizer
14695,3,35,1,1,1,1,US,2,4,3,4,2,2,2,4,2,4,4,2,5,2,4,4,5,5,4,4,3,2,4,3,4,5,4,4,3,3,2,4,4,3,2,5,4,2,4,3,4,1,4,2,3,2,4,5,4,3.0,2,Internalizer
14696,3,20,2,1,1,1,IT,2,3,3,4,3,2,3,4,3,4,2,4,2,4,2,1,2,1,1,1,4,4,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,4,2,4,2,4,2,5,4,4,4.0,0,Reserved
14697,3,36,2,2,1,1,RS,1,3,2,5,5,2,5,3,3,2,5,1,5,5,5,1,5,5,5,5,5,4,1,5,4,5,1,4,5,5,1,3,5,1,3,1,5,3,3,2,4,4,5,3,2,1,5,3,5,1.0,1,Striver
14698,4,20,2,1,1,1,IN,1,5,2,5,3,4,3,5,1,3,2,4,3,2,1,1,2,1,1,1,3,3,1,4,3,2,3,3,3,3,4,4,4,1,2,4,1,2,1,4,4,1,4,1,5,1,5,2,4,5.0,0,Reserved
14699,5,30,2,2,3,1,GT,2,1,4,3,4,2,4,3,3,4,3,3,5,2,4,4,4,3,3,3,1,4,2,3,2,3,1,4,3,5,4,2,5,2,4,2,5,3,3,4,3,2,5,2,3,1,4,3,3,3.0,3,Balanced
14700,1,26,2,1,1,1,BR,5,1,4,3,5,2,5,2,5,2,3,3,2,4,3,4,2,2,3,2,2,3,2,4,3,4,1,4,3,5,2,2,2,4,3,5,2,3,2,3,5,2,2,3,2,3,4,5,4,4.0,0,Reserved
14701,4,17,2,2,1,1,IN,5,2,3,1,4,2,4,2,5,4,3,3,3,2,1,2,1,1,1,3,3,5,4,2,3,3,3,2,3,1,2,5,4,5,1,5,2,5,2,5,5,1,5,1,5,1,5,4,5,5.0,0,Reserved
14702,3,53,1,2,3,1,GB,1,5,1,4,3,4,1,5,1,5,5,1,4,1,4,5,5,5,4,5,3,2,1,3,2,4,3,4,3,3,5,1,4,3,4,2,4,2,4,3,5,1,5,1,4,2,5,5,5,5.0,2,Internalizer
14703,6,15,1,2,1,1,ZA,3,3,2,1,3,2,2,1,4,3,1,3,1,3,2,2,4,4,4,1,4,2,5,1,4,1,4,2,2,2,2,4,3,2,1,5,1,4,1,2,5,1,5,2,4,1,5,5,4,4.0,0,Reserved
14704,4,44,2,1,1,1,IN,5,1,5,1,5,1,5,1,5,1,1,5,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,5,5,5,1,1,5,1,5,1,5,1,5,5,5,5,1,5,5,1,5,1,1,5.0,3,Balanced
14705,3,29,1,2,1,1,CH,2,3,4,3,3,3,2,3,3,4,4,2,4,1,4,2,4,4,4,5,1,4,2,4,1,3,2,4,4,4,3,2,4,5,1,4,4,3,3,3,3,4,3,1,3,2,3,3,4,3.0,2,Internalizer
14706,13,30,2,1,1,1,US,3,3,3,3,3,3,3,3,2,4,2,3,3,2,3,3,3,3,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,4,2,3,2,3,2,4,3.0,3,Balanced
14707,13,33,1,2,1,1,ZA,3,1,2,2,5,1,2,3,5,2,4,4,4,3,4,5,5,2,5,2,1,1,3,4,4,5,5,4,2,3,4,4,4,1,1,5,4,1,5,4,5,1,5,1,4,1,5,4,5,5.0,0,Reserved
14708,3,20,2,1,1,1,US,4,2,5,2,5,1,5,2,4,2,1,5,1,5,2,1,1,1,1,1,2,5,2,4,2,1,1,5,4,4,4,4,4,3,2,3,3,1,2,3,4,1,4,1,4,1,5,3,5,5.0,3,Balanced
14709,13,23,2,2,1,1,ZA,2,4,2,4,4,4,2,5,2,4,4,2,4,2,4,2,2,2,2,2,2,3,3,4,3,4,2,5,2,4,5,2,4,1,2,3,4,2,3,4,5,4,4,3,4,2,5,5,4,3.0,0,Reserved
14710,3,22,2,2,1,1,IT,2,2,1,4,3,1,2,4,4,2,5,3,4,2,3,2,4,4,4,3,4,4,1,3,1,3,2,4,4,3,3,5,4,4,2,5,4,3,1,4,3,1,4,1,4,2,4,3,4,4.0,1,Striver
14711,13,27,2,2,1,1,IN,4,4,5,3,4,2,4,3,5,2,4,3,3,4,3,4,5,5,3,1,3,5,2,3,3,5,3,5,3,3,4,2,5,3,4,1,3,2,1,5,3,2,5,5,5,1,5,3,5,5.0,1,Striver
14712,3,15,2,1,1,1,AT,2,4,3,5,2,4,3,4,5,2,2,4,5,3,3,2,1,2,4,3,2,4,1,4,2,4,2,4,4,2,2,2,2,4,2,3,3,3,2,2,4,1,3,2,4,2,4,4,4,4.0,3,Balanced
14713,13,48,1,2,1,1,GB,2,3,3,4,4,3,3,4,2,4,3,4,3,3,2,3,3,2,3,2,1,4,2,4,1,4,1,4,4,3,3,4,3,2,2,4,3,3,3,4,4,3,5,3,4,1,4,3,4,4.0,3,Balanced
14714,1,19,2,1,1,1,BR,3,4,1,4,2,2,1,4,2,5,4,2,3,1,2,2,4,4,4,5,3,3,3,3,2,3,3,3,3,2,3,5,3,3,3,3,3,3,4,4,4,1,3,1,3,2,5,4,5,4.0,2,Internalizer
14715,3,39,1,2,2,1,US,1,4,4,4,3,3,1,4,3,4,3,3,5,4,4,4,4,2,4,5,2,4,3,4,3,4,3,4,4,3,4,4,5,4,2,2,4,1,3,5,5,3,4,2,5,2,4,4,5,5.0,2,Internalizer
14716,13,15,2,2,1,1,RO,1,3,3,4,4,3,2,5,2,5,3,3,4,1,3,3,3,3,4,1,3,3,1,3,3,4,4,3,3,2,3,2,5,2,2,4,3,3,1,2,4,3,4,3,3,1,4,2,3,3.0,2,Internalizer
14717,4,17,2,1,1,1,IN,3,4,3,3,1,1,1,1,5,4,5,5,3,3,5,5,5,5,5,3,1,4,2,3,1,5,2,1,3,5,3,5,1,4,3,5,3,3,3,4,3,5,5,1,4,1,4,2,4,4.0,1,Striver
14718,3,19,2,2,2,1,AR,3,3,5,4,4,2,2,3,3,4,4,5,4,3,3,4,1,1,3,3,1,5,1,5,1,5,1,4,4,5,4,5,5,2,3,4,3,1,4,5,5,1,5,1,4,1,5,4,5,4.0,3,Balanced
14719,8,35,2,1,1,1,US,3,4,4,2,3,2,3,3,5,3,1,5,2,2,2,3,2,2,2,2,4,4,1,4,2,3,2,4,4,3,4,2,5,2,2,1,5,3,4,4,4,1,5,1,5,1,5,2,4,4.0,3,Balanced
14720,1,19,1,2,1,1,US,4,1,4,2,5,1,4,4,4,5,4,5,5,3,5,5,4,4,5,3,1,4,5,5,1,5,2,4,5,3,3,5,5,4,1,5,3,3,4,3,5,3,4,2,5,2,5,3,5,5.0,1,Striver
14721,3,18,1,2,1,1,GB,2,2,3,3,2,3,4,5,1,3,5,1,5,2,5,4,5,5,4,4,1,5,4,5,1,2,1,5,5,2,3,5,4,5,2,4,4,4,3,3,3,2,4,2,2,4,5,3,4,2.0,2,Internalizer
14722,3,24,1,2,1,1,US,3,1,4,2,5,2,2,4,4,4,5,4,5,2,2,4,2,2,4,2,1,5,2,5,1,5,2,4,4,4,2,5,4,2,1,4,4,2,4,2,5,1,5,2,4,1,4,5,4,5.0,3,Balanced
14723,3,36,1,2,1,2,US,1,1,2,5,2,1,1,5,1,5,5,1,5,3,5,5,3,4,5,3,1,4,3,5,1,5,3,5,5,3,5,2,5,2,3,1,5,1,5,3,3,3,2,3,5,4,3,4,5,3.0,2,Internalizer
14724,13,20,2,2,1,1,IN,3,4,4,3,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,3,2,4,2,4,2,4,2,4,4,4,3,3,4,3,3,4,4,3,2,4,3,4,5,3,4,2,4,2,4,4.0,1,Striver
14725,3,24,1,2,1,1,US,1,4,1,5,1,4,1,5,1,5,5,1,5,1,5,5,4,5,5,5,1,4,3,4,3,3,2,2,3,1,5,1,5,5,4,2,5,2,4,4,4,1,5,1,3,2,3,4,5,3.0,2,Internalizer
14726,3,20,1,1,1,2,US,5,4,4,3,5,1,4,4,5,2,4,4,5,2,2,2,4,4,2,3,1,5,1,5,1,5,1,5,5,5,4,1,5,4,5,4,1,3,2,4,3,1,5,1,5,5,5,4,5,5.0,3,Balanced
14727,3,36,2,2,1,1,SI,3,3,1,5,5,3,1,5,1,5,2,1,5,1,1,1,5,5,1,1,5,1,5,1,5,1,5,1,5,1,5,1,3,1,5,1,5,1,5,5,4,1,2,5,5,5,5,5,5,5.0,0,Reserved
14728,3,24,1,1,1,1,IE,2,4,3,3,3,4,2,4,1,4,3,4,4,2,4,3,3,3,4,3,2,3,3,4,3,4,3,4,4,3,4,4,4,2,2,3,3,4,3,4,3,2,4,2,4,1,4,3,5,4.0,2,Internalizer
14729,3,36,2,2,1,1,BE,3,2,5,3,5,2,4,3,3,1,2,4,1,4,1,2,1,1,2,1,2,4,1,4,2,4,1,3,4,4,4,2,4,1,4,1,4,1,2,4,5,2,4,3,4,1,4,4,4,4.0,3,Balanced
14730,3,15,1,2,2,5,IE,2,2,3,3,3,3,3,3,2,5,4,2,4,1,2,4,4,5,5,4,2,4,3,4,1,3,3,3,4,3,2,5,4,4,2,2,4,4,2,3,3,2,3,2,2,2,3,3,5,3.0,2,Internalizer
14731,3,16,1,2,1,5,US,2,3,2,3,3,2,1,5,2,4,4,3,5,2,4,4,5,4,4,4,2,4,4,4,2,4,2,4,4,2,2,4,4,5,3,3,5,4,4,4,4,2,5,4,4,2,5,3,5,4.0,2,Internalizer
14732,3,16,1,1,1,1,GB,1,4,3,5,3,3,1,4,1,5,4,4,5,2,4,2,3,2,4,2,2,3,2,4,2,4,2,3,4,2,5,5,4,3,3,2,5,2,4,4,5,2,5,2,3,1,4,4,5,3.0,2,Internalizer
14733,3,38,1,2,1,1,US,3,2,4,4,5,2,5,4,3,3,4,3,4,4,2,3,3,2,3,2,1,5,1,5,1,5,1,4,4,4,3,4,4,2,3,3,4,2,4,3,4,3,5,2,5,1,5,4,4,5.0,3,Balanced
14734,4,24,2,1,1,5,IN,5,2,5,3,4,2,1,3,4,3,1,4,3,2,1,1,3,3,1,4,5,4,4,4,3,1,3,5,4,5,4,2,4,4,4,4,2,2,4,4,2,1,4,1,4,1,4,3,3,5.0,3,Balanced
14735,11,17,2,2,1,1,SG,2,5,3,4,2,5,1,5,5,5,2,1,4,4,5,2,1,1,2,2,2,5,1,5,2,4,1,4,4,3,2,4,4,4,2,4,3,3,2,2,3,3,4,3,2,2,3,1,4,2.0,2,Internalizer
14736,3,21,2,1,1,1,RO,1,5,2,3,2,4,2,2,1,4,5,3,5,4,5,5,5,3,5,3,3,3,4,1,4,2,4,2,1,3,4,2,5,2,4,1,5,3,4,4,2,2,4,1,3,3,4,1,5,3.0,0,Reserved
14737,3,15,2,1,1,1,BE,5,1,4,3,4,1,5,2,5,3,1,4,4,3,1,1,2,2,2,2,3,5,4,4,1,4,1,4,4,4,2,4,2,4,2,4,2,3,2,4,4,2,1,1,4,1,5,3,4,5.0,3,Balanced
14738,3,24,1,2,1,5,US,2,2,3,3,5,2,3,4,2,3,3,3,3,3,2,3,2,2,1,2,1,5,1,5,2,4,1,5,5,4,4,1,4,1,4,3,5,1,3,4,5,1,5,5,5,1,4,5,5,5.0,3,Balanced
14739,3,18,1,1,1,1,GB,2,3,4,3,2,3,2,4,3,4,4,3,4,3,5,3,3,3,4,4,1,4,3,2,3,3,2,3,4,3,2,3,4,3,2,2,4,3,4,3,4,3,4,2,4,2,4,3,4,4.0,2,Internalizer
14740,3,20,1,1,1,1,GB,1,5,1,5,1,5,1,5,1,5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,5,1,5,1,1,3,5,1,1,1,5,1,5,1,5,5,5,1,5,1,5,1,3,5,5,5.0,0,Reserved
14741,3,50,1,2,1,5,US,3,1,5,2,5,1,5,3,3,1,2,4,2,5,2,1,1,1,1,1,1,5,1,5,1,5,1,4,4,5,4,1,4,1,3,1,5,2,4,2,4,1,2,4,4,5,4,4,2,3.0,0,Reserved
14742,3,27,2,2,1,1,RS,3,4,2,3,3,3,4,4,1,4,4,1,4,4,4,4,4,4,4,4,3,4,3,4,2,5,3,4,4,4,2,2,3,3,4,1,4,2,4,4,4,2,4,2,4,2,4,3,4,4.0,2,Internalizer
14743,13,17,2,2,1,1,IT,2,3,3,3,2,3,2,4,4,1,3,2,3,3,2,2,4,3,2,3,2,3,2,4,4,4,2,3,4,3,3,3,5,2,3,2,4,2,3,4,3,1,5,4,3,1,3,2,4,4.0,3,Balanced
14744,3,25,1,2,1,1,US,5,1,5,1,5,1,4,1,5,1,4,2,5,3,2,5,3,4,5,2,2,4,4,3,3,5,4,3,4,5,4,2,3,1,5,1,5,2,4,4,5,1,5,3,5,1,4,5,5,5.0,0,Reserved
14745,13,21,2,1,1,1,IN,1,5,1,5,1,5,1,5,1,5,5,1,5,4,5,5,5,4,3,4,1,1,1,5,3,5,5,1,5,1,2,5,3,4,1,5,5,1,5,5,1,4,1,5,1,5,2,1,5,1.0,2,Internalizer
14746,3,27,1,1,1,1,US,4,2,5,2,4,3,4,2,4,4,1,5,4,3,1,2,1,1,1,1,3,4,1,4,3,4,1,4,4,3,4,5,5,3,3,1,3,4,1,3,5,1,3,1,3,2,5,3,4,4.0,3,Balanced
14747,5,20,2,2,1,1,MA,2,5,3,2,4,4,4,4,3,3,5,4,4,2,3,2,3,4,1,4,2,4,1,4,2,4,2,4,3,3,2,3,5,3,3,2,3,1,3,4,5,2,5,2,3,1,4,2,5,5.0,3,Balanced
14748,13,26,2,2,1,1,CL,2,3,4,3,3,1,3,1,5,4,3,4,3,1,3,4,4,2,2,1,2,4,1,3,3,5,1,4,4,2,5,4,1,3,3,5,5,5,5,1,2,3,2,2,3,4,4,1,5,4.0,3,Balanced
